,text,ipa,syllables,stress,audio_files,audio_urls
1079,غمي,ˈɣi.mi,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-غِمي.wav,https://upload.wikimedia.org/wikipedia/commons/c/ca/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%BA%D9%90%D9%85%D9%8A.wav
1080,غنم,ˈɣa.nam,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-غنم.wav,https://upload.wikimedia.org/wikipedia/commons/c/c5/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%BA%D9%86%D9%85.wav
1081,غنى,ˈɣan.na,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-غَنّى.wav,https://upload.wikimedia.org/wikipedia/commons/c/c4/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%BA%D9%8E%D9%86%D9%91%D9%89.wav
1082,غير,ˈɣaj.jar,2,1,LL-Q55633582 (ajp)-MahmoudM (AdrianAbdulBaha)-غير.wav,https://upload.wikimedia.org/wikipedia/commons/5/51/LL-Q55633582_%28ajp%29-MahmoudM_%28AdrianAbdulBaha%29-%D8%BA%D9%8A%D8%B1.wav
1083,غيرة,ˈɣiː.re,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-غيرة.wav,https://upload.wikimedia.org/wikipedia/commons/7/7a/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%BA%D9%8A%D8%B1%D8%A9.wav
1084,غيم,ˈɣaj.jam,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-غيم.wav,https://upload.wikimedia.org/wikipedia/commons/d/df/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%BA%D9%8A%D9%85.wav
1085,غيمة,ˈɣeː.me,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-غيمة.wav,https://upload.wikimedia.org/wikipedia/commons/8/8f/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%BA%D9%8A%D9%85%D8%A9.wav
1086,فاتح,ˈfæː.tɪħ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-فاتح.wav,https://upload.wikimedia.org/wikipedia/commons/9/9e/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%81%D8%A7%D8%AA%D8%AD.wav
1087,فاجأ,ˈfæː.ʒaʔ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-فاجأ.wav,https://upload.wikimedia.org/wikipedia/commons/1/1a/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%81%D8%A7%D8%AC%D8%A3.wav
1088,فارسي,ˈfæːr.si,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-فارسيّ.wav,https://upload.wikimedia.org/wikipedia/commons/4/4c/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%81%D8%A7%D8%B1%D8%B3%D9%8A%D9%91.wav
1089,فاسد,ˈfæː.sɪd,2,1,LL-Q55633582 (ajp)-IbrahimZ (AdrianAbdulBaha)-فاسد.wav,https://upload.wikimedia.org/wikipedia/commons/8/82/LL-Q55633582_%28ajp%29-IbrahimZ_%28AdrianAbdulBaha%29-%D9%81%D8%A7%D8%B3%D8%AF.wav
1090,فاصل,ˈfɑː.sˤɑl,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-فاصَل.wav,https://upload.wikimedia.org/wikipedia/commons/8/8e/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%81%D8%A7%D8%B5%D9%8E%D9%84.wav
1091,فاضي,ˈfɑː.dˤi,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-فاضي.wav,https://upload.wikimedia.org/wikipedia/commons/9/9b/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%81%D8%A7%D8%B6%D9%8A.wav
1092,فاهم,ˈfæː.hɪm,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-فاهم.wav,https://upload.wikimedia.org/wikipedia/commons/7/77/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%81%D8%A7%D9%87%D9%85.wav
1093,فتح,ˈfa.taħ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-فَتَح.wav,https://upload.wikimedia.org/wikipedia/commons/e/ed/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%81%D9%8E%D8%AA%D9%8E%D8%AD.wav
1094,فترة,ˈfat.rˤɑ,2,1,LL-Q55633582 (ajp)-AseelF (AdrianAbdulBaha)-فَترة.wav,https://upload.wikimedia.org/wikipedia/commons/6/69/LL-Q55633582_%28ajp%29-AseelF_%28AdrianAbdulBaha%29-%D9%81%D9%8E%D8%AA%D8%B1%D8%A9.wav
1095,فجأة,ˈfaʒ.ʔa,2,1,LL-Q55633582 (ajp)-AdrianAbdulBaha-فجأة.wav,https://upload.wikimedia.org/wikipedia/commons/e/ed/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D9%81%D8%AC%D8%A3%D8%A9.wav
1096,فجر,ˈfa.ʒ(ɪ)r,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-فجر.wav,https://upload.wikimedia.org/wikipedia/commons/b/b7/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%81%D8%AC%D8%B1.wav
1097,فحص,ˈfɑ.ħɑsˤ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-فَحَص.wav,https://upload.wikimedia.org/wikipedia/commons/1/1f/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%81%D9%8E%D8%AD%D9%8E%D8%B5.wav
1098,فحم,ˈfa.ħ(ɪ)m,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-فحم.wav,https://upload.wikimedia.org/wikipedia/commons/4/47/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%81%D8%AD%D9%85.wav
1099,فخدة,ˈfax.de,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-فخدة.wav,https://upload.wikimedia.org/wikipedia/commons/9/97/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%81%D8%AE%D8%AF%D8%A9.wav
1100,فراطة,ˈfrɑː.tˤɑ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-فراطة.wav,https://upload.wikimedia.org/wikipedia/commons/4/4a/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%81%D8%B1%D8%A7%D8%B7%D8%A9.wav
1101,فرج,ˈfa.raʒ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-فَرَج.wav,https://upload.wikimedia.org/wikipedia/commons/0/0f/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%81%D9%8E%D8%B1%D9%8E%D8%AC.wav
1102,فرجى,ˈfar.ʒa,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-فَرجى.wav,https://upload.wikimedia.org/wikipedia/commons/f/fb/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%81%D9%8E%D8%B1%D8%AC%D9%89.wav
1103,فرح,ˈfi.rɪħ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-فِرِح.wav,https://upload.wikimedia.org/wikipedia/commons/1/1e/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%81%D9%90%D8%B1%D9%90%D8%AD.wav
1104,فردة,ˈfar.de,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-فردة.wav,https://upload.wikimedia.org/wikipedia/commons/9/9f/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%81%D8%B1%D8%AF%D8%A9.wav
1105,فرس,ˈfa.ras,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-فرس.wav,https://upload.wikimedia.org/wikipedia/commons/a/aa/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%81%D8%B1%D8%B3.wav
1106,فرش,ˈfa.raʃ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-فَرَش.wav,https://upload.wikimedia.org/wikipedia/commons/a/ae/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%81%D9%8E%D8%B1%D9%8E%D8%B4.wav
1107,فرشة,ˈfar.ʃe,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-فرشة.wav,https://upload.wikimedia.org/wikipedia/commons/5/5c/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%81%D8%B1%D8%B4%D8%A9.wav
1108,فرشى,ˈfar.ʃa,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-فَرشى.wav,https://upload.wikimedia.org/wikipedia/commons/9/95/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%81%D9%8E%D8%B1%D8%B4%D9%89.wav
1109,فرض,ˈfɑ.rˤɑdˤ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-فَرَض.wav,https://upload.wikimedia.org/wikipedia/commons/5/5f/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%81%D9%8E%D8%B1%D9%8E%D8%B6.wav
1110,فرط,ˈfɑ.rɑtˤ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-فَرَط.wav,https://upload.wikimedia.org/wikipedia/commons/e/e8/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%81%D9%8E%D8%B1%D9%8E%D8%B7.wav
1111,فرفر,ˈfar.far,2,1,LL-Q55633582 (ajp)-AdrianAbdulBaha-فَرفَر.wav,https://upload.wikimedia.org/wikipedia/commons/b/b7/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D9%81%D9%8E%D8%B1%D9%81%D9%8E%D8%B1.wav
1112,فرن,ˈfʊ.r(o)n,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-فرن.wav,https://upload.wikimedia.org/wikipedia/commons/f/fa/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%81%D8%B1%D9%86.wav
1113,فريزر,ˈfriː.zar,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-فريزر.wav,https://upload.wikimedia.org/wikipedia/commons/1/1b/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%81%D8%B1%D9%8A%D8%B2%D8%B1.wav
1114,فصص,ˈfɑsˤ.sˤɑsˤ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-فَصَّص.wav,https://upload.wikimedia.org/wikipedia/commons/1/1d/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%81%D9%8E%D8%B5%D9%8E%D9%91%D8%B5.wav
1115,فصل0,ˈfɑ.sˤɑl,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-فصل.wav,https://upload.wikimedia.org/wikipedia/commons/5/54/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%81%D8%B5%D9%84.wav
1116,1فصل,ˈfɑsˤ.sˤɑl,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-فصل.wav,https://upload.wikimedia.org/wikipedia/commons/5/54/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%81%D8%B5%D9%84.wav
1117,فصل,ˈfɑ.sˤ(ɪ)l,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-فصل.wav,https://upload.wikimedia.org/wikipedia/commons/5/54/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%81%D8%B5%D9%84.wav
1118,فضا,ˈfɑ.dˤɑ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-فضا.wav,https://upload.wikimedia.org/wikipedia/commons/c/c7/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%81%D8%B6%D8%A7.wav
1119,فضة,ˈfɪdˤ.dˤɑ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-فضة.wav,https://upload.wikimedia.org/wikipedia/commons/b/bc/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%81%D8%B6%D8%A9.wav
1120,فضح,ˈfɑ.dˤɑħ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-فَضَح.wav,https://upload.wikimedia.org/wikipedia/commons/9/92/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%81%D9%8E%D8%B6%D9%8E%D8%AD.wav
1121,فضل,ˈfʌdˤ.dˤʌl,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-فَضَّل.wav,https://upload.wikimedia.org/wikipedia/commons/b/b8/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%81%D9%8E%D8%B6%D9%8E%D9%91%D9%84.wav
1122,فضى,ˈfɑdˤ.dˤɑ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-فَضّى.wav,https://upload.wikimedia.org/wikipedia/commons/d/d6/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%81%D9%8E%D8%B6%D9%91%D9%89.wav
1123,فضيحة,ˈfdˤiː.ħa,2,1,LL-Q55633582 (ajp)-Mohammad-LPA-فضيحة.wav,https://upload.wikimedia.org/wikipedia/commons/7/76/LL-Q55633582_%28ajp%29-Mohammad-LPA-%D9%81%D8%B6%D9%8A%D8%AD%D8%A9.wav
1124,فطر,ˈfɪ.tˤɪr,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-فطر.wav,https://upload.wikimedia.org/wikipedia/commons/a/a6/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%81%D8%B7%D8%B1.wav
1125,فطر,ˈfɪ.tˤ(ɪ)rˤ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-فطر.wav,https://upload.wikimedia.org/wikipedia/commons/a/a6/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%81%D8%B7%D8%B1.wav
1126,فطن,ˈfɪ.tˤɪn,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-فِطِن.wav,https://upload.wikimedia.org/wikipedia/commons/6/6b/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%81%D9%90%D8%B7%D9%90%D9%86.wav
1127,فعل,ˈfɪ.ʕ(ɪ)l,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-فعل.wav,https://upload.wikimedia.org/wikipedia/commons/8/84/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%81%D8%B9%D9%84.wav
1128,فعلا,ˈfɪʕ.lan,2,1,LL-Q55633582 (ajp)-AdrianAbdulBaha-فعلًا.wav,https://upload.wikimedia.org/wikipedia/commons/d/d6/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D9%81%D8%B9%D9%84%D9%8B%D8%A7.wav
1129,0فكر,ˈfak.kar,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-فكر.wav,https://upload.wikimedia.org/wikipedia/commons/b/bd/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%81%D9%83%D8%B1.wav
1130,فكر,ˈfɪ.k(ɪ)r,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-فكر.wav,https://upload.wikimedia.org/wikipedia/commons/b/bd/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%81%D9%83%D8%B1.wav
1131,فكرة,ˈfɪk.rˤɑ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-فكرة.wav,https://upload.wikimedia.org/wikipedia/commons/d/dc/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%81%D9%83%D8%B1%D8%A9.wav
1132,فكك,ˈfak.kak,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-فَكَّك.wav,https://upload.wikimedia.org/wikipedia/commons/4/41/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%81%D9%8E%D9%83%D9%8E%D9%91%D9%83.wav
1133,فلح,ˈfa.laħ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-فَلَح.wav,https://upload.wikimedia.org/wikipedia/commons/b/b8/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%81%D9%8E%D9%84%D9%8E%D8%AD.wav
1134,فلسف,ˈfal.saf,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-فَلسَف.wav,https://upload.wikimedia.org/wikipedia/commons/b/bf/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%81%D9%8E%D9%84%D8%B3%D9%8E%D9%81.wav
1135,فلفل,fɪl.fɪl,2,1,LL-Q55633582 (ajp)-IbrahimZ (AdrianAbdulBaha)-فلفل.wav,https://upload.wikimedia.org/wikipedia/commons/8/8c/LL-Q55633582_%28ajp%29-IbrahimZ_%28AdrianAbdulBaha%29-%D9%81%D9%84%D9%81%D9%84.wav
1136,فلم,ˈfɪ.l(ɪ)m,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-فلم.wav,https://upload.wikimedia.org/wikipedia/commons/9/9a/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%81%D9%84%D9%85.wav
1137,فندق,ˈfun.dʊʔ,2,1,LL-Q55633582 (ajp)-AmmanM (AdrianAbdulBaha)-فندق.wav,https://upload.wikimedia.org/wikipedia/commons/b/b6/LL-Q55633582_%28ajp%29-AmmanM_%28AdrianAbdulBaha%29-%D9%81%D9%86%D8%AF%D9%82.wav
1138,فوت,ˈfaw.wat,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-فوَّت.wav,https://upload.wikimedia.org/wikipedia/commons/a/a0/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%81%D9%88%D9%8E%D9%91%D8%AA.wav
1139,فور,ˈfaw.war,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-فَوَّر.wav,https://upload.wikimedia.org/wikipedia/commons/0/0f/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%81%D9%8E%D9%88%D9%8E%D9%91%D8%B1.wav
1140,فورص,ˈfoː.rˤɑsˤ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-فورص.wav,https://upload.wikimedia.org/wikipedia/commons/9/92/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%81%D9%88%D8%B1%D8%B5.wav
1141,فوضى,ˈfɑw.dˤɑ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-فَوضى.wav,https://upload.wikimedia.org/wikipedia/commons/8/82/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%81%D9%8E%D9%88%D8%B6%D9%89.wav
1142,فيديو,ˈvid.jo,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-فيديو.wav,https://upload.wikimedia.org/wikipedia/commons/8/8d/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%81%D9%8A%D8%AF%D9%8A%D9%88.wav
1143,قابل,ˈʔæː.bal,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-قابل.wav,https://upload.wikimedia.org/wikipedia/commons/5/51/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%82%D8%A7%D8%A8%D9%84.wav
1144,قابل,ˈʔæː.bɪl,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-قابل.wav,https://upload.wikimedia.org/wikipedia/commons/5/51/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%82%D8%A7%D8%A8%D9%84.wav
1145,قادر,ˈʔæː.dɪr,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-قادر.wav,https://upload.wikimedia.org/wikipedia/commons/c/ce/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%82%D8%A7%D8%AF%D8%B1.wav
1146,قارن,ˈqɑː.rˤɑn,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-قارَن.wav,https://upload.wikimedia.org/wikipedia/commons/c/c9/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%82%D8%A7%D8%B1%D9%8E%D9%86.wav
1147,قاضى,ˈʔɑː.dˤɑ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-قاضى.wav,https://upload.wikimedia.org/wikipedia/commons/b/bd/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%82%D8%A7%D8%B6%D9%89.wav
1148,قاطع,ˈʔɑː.tˤɑʕ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-قاطَع.wav,https://upload.wikimedia.org/wikipedia/commons/f/f5/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%82%D8%A7%D8%B7%D9%8E%D8%B9.wav
1149,قاعد,ˈʔæː.ʕɪd,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-قاعد.wav,https://upload.wikimedia.org/wikipedia/commons/1/12/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%82%D8%A7%D8%B9%D8%AF.wav
1150,قاوم,ˈqɑː.wam,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-قاوَم.wav,https://upload.wikimedia.org/wikipedia/commons/d/db/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%82%D8%A7%D9%88%D9%8E%D9%85.wav
1151,قبرص,ˈqʊb.rʊsˤ,2,1,LL-Q55633582 (ajp)-AdrianAbdulBaha-قبرص.wav,https://upload.wikimedia.org/wikipedia/commons/8/8a/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D9%82%D8%A8%D8%B1%D8%B5.wav
1152,قتل,ˈʔa.tal,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-قَتَل.wav,https://upload.wikimedia.org/wikipedia/commons/0/00/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%82%D9%8E%D8%AA%D9%8E%D9%84.wav
1153,قدر,ˈʔad.dar,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-قدر.wav,https://upload.wikimedia.org/wikipedia/commons/8/81/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%82%D8%AF%D8%B1.wav
1154,0قدم,ˈʔad.dam,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-قدم.wav,https://upload.wikimedia.org/wikipedia/commons/6/6c/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%82%D8%AF%D9%85.wav
1155,قدم,ˈqɑ.dɑm,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-قدم.wav,https://upload.wikimedia.org/wikipedia/commons/6/6c/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%82%D8%AF%D9%85.wav
1156,قرا,ˈʔʌ.rˤʌ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-قرأ.wav,https://upload.wikimedia.org/wikipedia/commons/a/aa/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%82%D8%B1%D8%A3.wav
1157,قرب,ˈʔar.rab,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-قَرَّب.wav,https://upload.wikimedia.org/wikipedia/commons/5/50/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%82%D9%8E%D8%B1%D9%8E%D9%91%D8%A8.wav
1158,قرر,ˈʔɑrˤ.rˤɑrˤ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-قَرَّر.wav,https://upload.wikimedia.org/wikipedia/commons/f/f0/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%82%D9%8E%D8%B1%D9%8E%D9%91%D8%B1.wav
1159,قرص,ˈʔɑ.rˤɑsˤ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-قَرَص.wav,https://upload.wikimedia.org/wikipedia/commons/6/62/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%82%D9%8E%D8%B1%D9%8E%D8%B5.wav
1160,قرض,ˈqɑ.rˤɑdˤ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-قَرَض.wav,https://upload.wikimedia.org/wikipedia/commons/6/69/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%82%D9%8E%D8%B1%D9%8E%D8%B6.wav
1161,قرفص,ˈʔɑrˤ.fɑsˤ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-قَرفَص.wav,https://upload.wikimedia.org/wikipedia/commons/b/bf/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%82%D9%8E%D8%B1%D9%81%D9%8E%D8%B5.wav
1162,قرية,ˈqɑr.je,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-قرية.wav,https://upload.wikimedia.org/wikipedia/commons/b/b8/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%82%D8%B1%D9%8A%D8%A9.wav
1163,قزم,ˈqa.zam,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-قزم.wav,https://upload.wikimedia.org/wikipedia/commons/3/3d/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%82%D8%B2%D9%85.wav
1164,قشة,ˈʔaʃ.ʃe,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-قشة.wav,https://upload.wikimedia.org/wikipedia/commons/e/e7/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%82%D8%B4%D8%A9.wav
1165,قشطة,ˈʔɪʃ.tˤɑ,2,1,LL-Q55633582 (ajp)-IbrahimZ (AdrianAbdulBaha)-قشطة.wav,https://upload.wikimedia.org/wikipedia/commons/5/58/LL-Q55633582_%28ajp%29-IbrahimZ_%28AdrianAbdulBaha%29-%D9%82%D8%B4%D8%B7%D8%A9.wav
1166,قصة,ˈʔʊsˤ.sˤɑ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-قصّة.wav,https://upload.wikimedia.org/wikipedia/commons/3/3a/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%82%D8%B5%D9%91%D8%A9.wav
1167,قصد,ˈʔɑ.sˤɑd,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-قصد.wav,https://upload.wikimedia.org/wikipedia/commons/8/8a/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%82%D8%B5%D8%AF.wav
1168,قضى,ˈʔɑ.dˤɑ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-قَضى.wav,https://upload.wikimedia.org/wikipedia/commons/5/51/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%82%D9%8E%D8%B6%D9%89.wav
1169,قطار,qɪ.tˤɑːrˤ,2,1,LL-Q55633582 (ajp)-AmmanM (AdrianAbdulBaha)-قطار.wav,https://upload.wikimedia.org/wikipedia/commons/5/5d/LL-Q55633582_%28ajp%29-AmmanM_%28AdrianAbdulBaha%29-%D9%82%D8%B7%D8%A7%D8%B1.wav
1170,قطعة,ˈqɪtˤ.ʕɑ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-قطعة.wav,https://upload.wikimedia.org/wikipedia/commons/2/25/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%82%D8%B7%D8%B9%D8%A9.wav
