fileName,name,duration,intensity1,intensity2,intensity3,intensity4,intensity5,intensity6,intensity7,intensity8,intensity9,intensity10,meanIntensity
file430.TextGrid,1,0.420,12,51,54,54,73,74,52,13,28,53,48.453
file430.TextGrid,2,0.640,53,72,80,80,77,72,62,49,50,32,65.702
file431.TextGrid,1,0.100,23,35,40,42,45,51,67,76,80,82,54.416
file431.TextGrid,2,0.670,82,83,83,80,71,64,61,57,52,46,68.435
file432.TextGrid,1,0.140,27,46,63,68,66,66,70,73,74,69,64.027
file432.TextGrid,2,0.590,69,63,72,71,73,69,70,54,45,37,62.999
file433.TextGrid,1,0.220,30,56,76,79,79,78,79,78,77,78,72.866
file433.TextGrid,2,0.230,78,78,76,71,65,63,65,61,57,55,67.161
file434.TextGrid,1,0.220,54,58,61,64,70,61,60,56,55,64,60.194
file434.TextGrid,2,0.310,64,77,83,81,82,79,76,69,64,58,74.856
file435.TextGrid,1,0.390,59,80,82,84,79,82,78,76,72,71,78.065
file435.TextGrid,2,0.350,71,76,76,76,70,62,57,55,44,20,62.607
file436.TextGrid,1,0.170,43,65,72,71,72,78,82,82,79,73,73.641
file436.TextGrid,2,0.320,73,66,76,76,68,61,54,44,35,33,59.606
file437.TextGrid,1,0.210,35,57,68,72,72,73,73,68,59,52,65.349
file437.TextGrid,2,0.260,52,52,52,63,64,59,45,39,28,21,48.365
file438.TextGrid,1,0.240,20,47,57,60,56,71,78,79,79,71,63.643
file438.TextGrid,2,0.410,71,60,59,74,74,73,65,55,50,47,62.337
file439.TextGrid,1,0.270,79,83,83,79,74,70,68,63,56,51,71.381
file439.TextGrid,2,0.110,51,51,58,58,58,70,74,74,74,75,64.581
file44.TextGrid,1,0.100,80,82,83,82,81,81,80,79,77,75,80.399
file44.TextGrid,2,0.480,75,66,63,61,61,69,76,72,70,37,65.426
file440.TextGrid,1,0.440,46,65,70,66,83,78,69,65,56,59,68.555
file440.TextGrid,2,0.390,59,79,76,75,74,64,57,58,50,42,65.729
file441.TextGrid,1,0.430,16,52,55,59,79,81,78,79,79,63,68.242
file441.TextGrid,2,0.570,63,65,77,70,58,60,61,58,47,21,60.086
file442.TextGrid,1,0.200,35,66,71,74,76,77,80,82,81,78,74.109
file442.TextGrid,2,0.400,78,73,65,60,75,75,71,63,56,50,66.553
file443.TextGrid,1,0.280,24,52,65,70,79,79,68,63,61,68,64.920
file443.TextGrid,2,0.450,68,63,73,75,69,56,52,48,42,37,59.026
file444.TextGrid,1,0.250,26,65,80,77,73,72,70,65,63,62,67.745
file444.TextGrid,2,0.240,62,56,54,50,69,75,72,63,60,60,62.066
file445.TextGrid,1,0.180,73,78,77,76,75,73,72,69,64,61,72.481
file445.TextGrid,2,0.110,61,59,58,57,56,54,53,49,42,32,52.702
file446.TextGrid,1,0.430,36,54,62,83,82,72,71,74,71,67,69.186
file446.TextGrid,2,0.250,67,74,77,76,76,75,71,50,39,24,64.805
file447.TextGrid,1,0.230,24,53,63,62,65,70,76,78,80,70,66.315
file447.TextGrid,2,0.240,70,54,48,70,75,75,72,69,61,51,64.842
file448.TextGrid,1,0.270,23,44,48,48,50,53,68,70,71,57,55.231
file448.TextGrid,2,0.270,57,44,43,44,64,67,66,65,59,41,55.551
file449.TextGrid,1,0.260,31,38,42,42,54,60,65,80,81,74,57.468
file449.TextGrid,2,0.330,74,75,76,73,66,58,52,50,40,32,60.427
file45.TextGrid,1,0.170,10,36,59,63,65,69,73,75,75,73,62.146
file45.TextGrid,2,0.460,73,73,68,69,69,68,67,65,49,32,64.892
file450.TextGrid,1,0.200,35,37,49,53,59,76,80,80,78,78,63.074
file450.TextGrid,2,0.610,78,80,77,75,76,77,69,59,43,34,67.757
file451.TextGrid,1,0.160,63,75,84,86,85,84,83,83,83,81,81.712
file451.TextGrid,2,0.360,81,75,79,74,64,58,48,49,44,46,61.699
file452.TextGrid,1,0.190,19,48,67,70,63,65,65,65,60,52,59.816
file452.TextGrid,2,0.260,52,67,70,71,72,73,72,63,61,60,66.923
file453.TextGrid,1,0.120,23,36,54,62,64,65,64,61,60,60,56.507
file453.TextGrid,2,0.370,60,62,72,70,69,68,65,62,50,32,62.605
file454.TextGrid,1,0.310,5,41,55,68,72,77,80,83,82,67,66.857
file454.TextGrid,2,0.260,67,61,59,81,82,82,82,81,70,34,72.296
file455.TextGrid,1,0.210,38,63,61,74,79,79,79,78,77,80,72.353
file455.TextGrid,2,0.450,80,80,76,73,68,67,59,47,45,35,63.742
file456.TextGrid,1,0.240,28,55,66,65,73,78,68,60,57,60,63.121
file456.TextGrid,2,0.470,60,50,73,78,79,71,55,49,46,33,60.087
file457.TextGrid,1,0.130,39,56,72,78,79,79,80,81,81,80,73.965
file457.TextGrid,2,0.500,80,81,82,82,80,75,67,63,62,46,73.032
file458.TextGrid,1,0.150,28,43,56,63,65,75,79,79,79,81,65.864
file458.TextGrid,2,0.450,81,81,77,77,67,58,51,45,41,33,61.759
file459.TextGrid,1,0.110,86,86,85,85,84,82,81,80,78,74,82.348
file459.TextGrid,2,0.360,74,78,77,77,76,70,66,55,44,25,65.986
file46.TextGrid,1,0.350,30,60,65,64,71,62,55,43,54,46,58.080
file46.TextGrid,2,0.220,46,64,69,69,65,63,60,57,52,45,60.517
file460.TextGrid,1,0.040,45,53,60,65,68,71,72,72,71,71,65.307
file460.TextGrid,2,0.580,71,74,70,70,74,65,62,60,53,37,65.201
file461.TextGrid,1,0.300,33,61,81,84,82,80,70,65,61,52,69.818
file461.TextGrid,2,0.200,52,54,66,75,78,78,77,76,71,64,70.274
file462.TextGrid,1,0.280,25,46,56,59,59,75,79,80,64,55,62.335
file462.TextGrid,2,0.410,55,53,50,48,47,61,75,72,66,42,57.626
file463.TextGrid,1,0.040,70,71,72,72,72,73,73,73,73,71,72.143
file463.TextGrid,2,0.600,71,25,53,69,66,70,68,49,44,16,55.511
file464.TextGrid,1,0.180,24,47,70,78,78,73,64,59,62,65,63.510
file464.TextGrid,2,0.460,65,70,65,74,72,73,67,53,50,43,64.231
file465.TextGrid,1,0.360,44,66,64,67,77,81,84,85,77,65,73.277
file465.TextGrid,2,0.450,65,67,75,76,70,60,62,62,59,50,65.211
file466.TextGrid,1,0.190,13,47,63,69,82,83,81,81,76,67,69.001
file466.TextGrid,2,0.370,67,66,69,62,72,65,59,54,52,45,61.929
file467.TextGrid,1,0.300,17,60,72,71,69,83,82,82,81,73,71.912
file467.TextGrid,2,0.600,73,66,79,76,78,62,58,55,42,28,62.749
file468.TextGrid,1,0.290,36,70,73,75,75,76,66,66,60,66,68.136
file468.TextGrid,2,0.430,66,72,75,74,70,66,56,50,42,37,61.825
file469.TextGrid,1,0.210,36,62,76,79,81,75,75,69,64,52,70.012
file469.TextGrid,2,0.360,52,27,21,58,64,66,62,49,27,8,44.366
file47.TextGrid,1,0.480,13,58,65,69,80,84,84,84,80,67,72.995
file47.TextGrid,2,0.270,67,77,78,77,75,71,62,56,51,40,66.570
file470.TextGrid,1,0.480,4,50,58,70,83,76,66,65,59,61,63.399
file470.TextGrid,2,0.380,61,72,79,78,76,69,62,57,57,37,66.418
file471.TextGrid,1,0.320,31,64,68,80,78,76,74,67,62,63,69.178
file471.TextGrid,2,0.480,63,62,58,76,77,73,57,53,42,34,60.610
file472.TextGrid,1,0.190,26,52,72,75,75,75,75,74,75,76,69.473
file472.TextGrid,2,0.560,76,77,77,79,72,59,53,49,38,33,62.469
file473.TextGrid,1,0.140,50,59,63,68,71,71,69,66,59,50,64.163
file473.TextGrid,2,0.560,50,70,85,84,78,74,66,61,51,47,68.636
file474.TextGrid,1,0.220,29,56,73,75,77,78,75,76,75,74,70.854
file474.TextGrid,2,0.640,74,76,77,72,73,56,51,44,34,30,58.897
file475.TextGrid,1,0.270,37,64,73,78,78,75,70,70,74,78,71.374
file475.TextGrid,2,0.400,78,79,79,77,76,74,61,57,47,37,67.730
file476.TextGrid,1,0.330,35,42,54,55,63,64,75,79,78,76,62.966
file476.TextGrid,2,0.270,76,67,65,61,57,67,70,66,56,43,62.905
file477.TextGrid,1,0.310,15,59,63,67,70,69,78,84,83,74,69.232
file477.TextGrid,2,0.490,74,71,66,80,78,76,61,56,49,24,65.894
file478.TextGrid,1,0.150,15,24,47,57,65,78,83,84,84,78,63.094
file478.TextGrid,2,0.500,78,67,71,62,75,68,55,46,41,34,60.609
file479.TextGrid,1,0.250,29,64,72,72,79,81,81,81,80,80,74.078
file479.TextGrid,2,0.310,80,80,78,72,68,64,58,50,47,47,64.485
file48.TextGrid,1,0.200,30,52,63,67,83,82,73,70,70,65,67.612
file48.TextGrid,2,0.510,65,55,65,51,75,74,65,47,33,27,56.454
file480.TextGrid,1,0.290,44,53,61,67,68,71,73,75,75,69,67.018
file480.TextGrid,2,0.260,69,68,66,69,72,72,70,67,56,37,65.826
file481.TextGrid,1,0.520,52,55,55,76,82,79,78,75,71,76,70.550
file481.TextGrid,2,0.270,76,78,79,77,77,77,74,72,69,62,74.893
file482.TextGrid,1,0.370,37,53,52,49,77,77,77,76,74,70,65.770
file482.TextGrid,2,0.280,70,67,75,74,70,59,61,56,46,40,62.850
file483.TextGrid,1,0.170,71,74,67,59,60,64,66,66,65,58,65.037
file483.TextGrid,2,0.460,58,56,55,77,74,75,72,54,42,33,60.713
file484.TextGrid,1,0.210,28,61,76,78,77,76,77,77,77,76,72.196
file484.TextGrid,2,0.500,76,74,77,76,75,73,67,54,52,40,67.340
file485.TextGrid,1,0.490,14,49,51,49,53,80,79,59,50,46,55.316
file485.TextGrid,2,0.340,46,52,51,48,71,73,71,70,62,62,61.099
file486.TextGrid,1,0.470,58,64,64,66,78,81,82,80,76,72,73.321
file486.TextGrid,2,0.410,72,74,74,73,71,60,55,51,40,26,60.296
file487.TextGrid,1,0.170,25,35,51,57,61,58,59,75,77,75,58.078
file487.TextGrid,2,0.650,75,76,73,72,71,58,45,36,36,28,57.598
file488.TextGrid,1,0.520,29,61,81,76,78,78,79,69,58,47,69.029
file488.TextGrid,2,0.090,47,45,43,42,43,43,41,39,38,37,41.726
file489.TextGrid,1,0.320,34,73,74,76,79,83,83,82,82,75,77.219
file489.TextGrid,2,0.210,75,73,77,79,78,76,75,70,54,27,70.335
file49.TextGrid,1,0.530,67,69,74,84,84,74,73,71,72,71,74.608
file49.TextGrid,2,0.360,71,81,82,83,83,70,58,54,51,31,68.296
file490.TextGrid,1,0.260,22,55,73,76,76,71,69,66,65,66,65.920
file490.TextGrid,2,0.600,66,67,66,70,70,68,61,60,52,26,62.717
file491.TextGrid,1,0.220,38,47,51,55,56,57,58,76,80,75,60.004
file491.TextGrid,2,0.310,75,69,63,62,78,79,75,71,64,37,68.914
file492.TextGrid,1,0.050,69,70,71,72,72,72,72,71,70,68,70.760
file492.TextGrid,2,0.450,68,66,62,73,72,68,62,59,44,26,61.596
file493.TextGrid,1,0.480,39,54,60,72,82,75,74,73,73,70,69.604
file493.TextGrid,2,0.320,70,72,76,74,74,72,68,55,48,41,65.956
file494.TextGrid,1,0.260,19,55,69,72,77,76,72,62,63,65,64.921
file494.TextGrid,2,0.450,65,63,62,62,69,70,61,52,45,22,58.940
file495.TextGrid,1,0.150,57,77,86,88,84,77,77,75,80,86,79.550
file495.TextGrid,2,0.500,86,85,84,78,71,63,56,50,43,32,65.458
file496.TextGrid,1,0.430,29,58,57,83,83,84,85,84,78,71,75.163
file496.TextGrid,2,0.300,71,77,78,75,74,73,69,60,56,53,69.431
file497.TextGrid,1,0.220,32,56,71,82,85,83,80,76,71,72,73.035
file497.TextGrid,2,0.170,72,80,81,79,79,78,78,77,76,74,77.946
file498.TextGrid,1,0.180,48,69,77,74,64,63,62,62,64,51,65.172
file498.TextGrid,2,0.500,51,74,83,80,82,74,63,58,52,46,68.070
file499.TextGrid,1,0.320,10,72,78,66,65,63,60,55,40,18,57.778
file499.TextGrid,2,0.550,18,75,80,78,79,77,77,64,62,61,69.870
file5.TextGrid,1,0.250,4,37,52,59,58,60,67,77,78,72,58.610
file5.TextGrid,2,0.460,72,33,60,80,79,76,73,63,31,16,59.165
file50.TextGrid,1,0.150,30,49,61,67,69,71,77,80,80,76,67.611
file50.TextGrid,2,0.400,76,65,75,76,76,68,56,48,39,42,62.480
file500.TextGrid,1,0.540,20,68,71,79,82,77,67,65,58,59,68.441
file500.TextGrid,2,0.520,59,76,79,76,71,65,66,62,51,29,65.572
file501.TextGrid,1,0.360,21,61,68,74,73,57,16,-7,-315,12,11.664
file501.TextGrid,2,0.450,12,65,70,71,59,54,54,55,55,53,58.353
file502.TextGrid,1,0.330,3,55,70,76,77,74,74,74,65,62,67.123
file502.TextGrid,2,0.580,62,68,68,62,58,57,60,57,40,20,57.198
file503.TextGrid,1,0.350,57,62,61,61,70,76,79,74,73,73,69.203
file503.TextGrid,2,0.340,73,74,73,69,71,67,65,54,32,37,62.263
file504.TextGrid,1,0.130,72,76,78,78,75,71,66,59,56,56,69.454
file504.TextGrid,2,0.600,56,55,54,52,63,68,65,60,56,34,57.250
file505.TextGrid,1,0.270,11,35,46,53,68,65,65,69,60,49,54.824
file505.TextGrid,2,0.690,49,77,74,73,72,78,56,49,47,--undefined--,62.706
file506.TextGrid,1,0.250,27,64,73,65,76,80,82,80,64,51,69.957
file506.TextGrid,2,0.630,51,45,47,66,72,64,49,48,48,34,53.166
file507.TextGrid,1,0.240,51,67,69,74,72,75,82,82,82,76,74.372
file507.TextGrid,2,0.530,76,74,78,74,58,54,53,52,48,45,61.446
file508.TextGrid,1,0.170,33,39,41,46,46,47,47,68,79,82,52.362
file508.TextGrid,2,0.550,82,82,80,82,81,78,67,60,61,51,73.314
file509.TextGrid,1,0.420,-0.6,44,56,55,76,78,74,74,73,58,62.758
file509.TextGrid,2,0.610,58,67,76,76,71,68,61,51,50,26,62.788
file51.TextGrid,1,0.140,24,54,64,69,78,79,77,76,76,70,69.095
file51.TextGrid,2,0.690,70,68,77,75,72,72,68,53,44,30,63.757
file510.TextGrid,1,0.350,69,74,66,63,61,77,71,67,62,62,67.644
file510.TextGrid,2,0.250,62,62,72,71,65,58,53,47,41,34,57.567
file511.TextGrid,1,0.210,49,63,67,63,67,76,76,75,73,72,69.097
file511.TextGrid,2,0.520,72,72,72,71,70,68,64,57,45,30,63.581
file512.TextGrid,1,0.390,10,59,65,67,73,71,72,77,81,70,67.650
file512.TextGrid,2,0.550,70,54,75,77,66,52,39,12,43,42,51.252
file513.TextGrid,1,0.450,9,49,63,69,77,82,82,82,82,79,70.882
file513.TextGrid,2,0.270,79,72,72,75,76,76,74,71,61,53,71.125
file514.TextGrid,1,0.490,0.6,61,67,76,82,69,56,44,48,51,59.771
file514.TextGrid,2,0.340,51,69,75,75,73,70,66,63,45,30,63.917
file515.TextGrid,1,0.100,31,39,57,67,69,68,67,67,68,68,61.392
file515.TextGrid,2,0.560,68,61,84,82,75,80,72,66,51,31,69.278
file516.TextGrid,1,0.310,21,65,74,79,78,63,57,59,50,57,62.517
file516.TextGrid,2,0.300,57,70,73,68,60,56,53,44,37,40,57.216
file517.TextGrid,1,0.410,43,76,80,82,78,70,68,61,64,63,70.991
file517.TextGrid,2,0.310,63,74,77,76,74,73,69,59,52,46,67.554
file518.TextGrid,1,0.190,18,58,67,80,83,82,81,73,65,62,70.006
file518.TextGrid,2,0.530,62,61,57,55,59,76,73,51,33,24,57.928
file519.TextGrid,1,0.090,35,28,30,51,62,69,77,80,82,82,59.738
file519.TextGrid,2,0.550,82,79,78,77,77,74,72,56,47,34,68.743
file52.TextGrid,1,0.310,23,52,59,62,76,79,73,71,71,66,65.370
file52.TextGrid,2,0.490,66,74,75,72,56,53,52,46,40,32,57.281
file520.TextGrid,1,0.060,21,33,45,56,66,74,79,81,82,81,62.943
file520.TextGrid,2,0.580,81,62,76,84,79,66,59,57,50,39,64.961
file521.TextGrid,1,0.300,33,66,80,82,83,84,79,67,65,63,72.356
file521.TextGrid,2,0.410,63,82,84,82,75,65,59,61,51,49,68.122
file522.TextGrid,1,0.170,81,82,81,74,71,66,66,66,65,66,71.511
file522.TextGrid,2,0.350,66,78,79,79,76,72,68,64,55,49,69.563
file523.TextGrid,1,0.190,42,59,68,72,74,77,78,80,78,73,71.614
file523.TextGrid,2,0.230,73,73,71,71,77,75,72,68,55,42,69.094
file524.TextGrid,1,0.280,7,53,71,73,76,79,79,80,78,72,69.992
file524.TextGrid,2,0.470,72,66,61,57,55,76,77,76,68,58,67.273
file525.TextGrid,1,0.210,73,79,80,79,77,79,78,72,70,64,76.198
file525.TextGrid,2,0.300,64,62,58,64,64,57,49,40,35,32,52.611
file526.TextGrid,1,0.430,61,72,78,84,81,71,63,61,58,58,69.830
file526.TextGrid,2,0.370,58,75,78,79,73,74,69,55,44,31,65.790
file527.TextGrid,1,0.330,34,68,69,67,78,66,60,57,53,54,62.953
file527.TextGrid,2,0.530,54,77,77,68,59,54,46,36,35,22,54.663
file528.TextGrid,1,0.250,58,67,80,75,79,83,83,82,80,75,77.068
file528.TextGrid,2,0.360,75,68,65,57,53,50,46,44,38,31,52.486
file529.TextGrid,1,0.260,31,58,67,69,77,76,65,66,64,64,65.414
file529.TextGrid,2,0.700,64,79,77,74,74,67,57,46,43,34,62.167
file53.TextGrid,1,0.180,32,34,56,68,69,68,74,78,77,71,64.086
file53.TextGrid,2,0.530,71,63,77,78,79,71,57,44,51,35,63.115
file530.TextGrid,1,0.300,23,71,81,83,83,84,84,84,82,80,79.055
file530.TextGrid,2,0.150,80,78,77,77,77,79,80,81,80,80,78.798
file531.TextGrid,1,0.140,65,72,79,81,80,72,70,69,71,72,73.597
file531.TextGrid,2,0.530,72,76,80,78,73,72,68,52,40,35,65.658
file532.TextGrid,1,0.110,37,49,66,75,77,75,70,66,64,64,65.927
file532.TextGrid,2,0.710,64,61,78,79,79,77,64,53,49,34,65.140
file533.TextGrid,1,0.170,30,51,63,67,69,64,63,75,79,77,64.834
file533.TextGrid,2,0.460,77,78,78,76,72,62,57,45,44,35,63.397
file534.TextGrid,1,0.050,55,63,71,77,81,83,84,84,83,81,77.040
file534.TextGrid,2,0.630,81,76,83,84,77,62,60,51,50,41,66.173
file535.TextGrid,1,0.290,-8,44,57,66,71,73,72,83,83,75,65.204
file535.TextGrid,2,0.550,75,73,71,79,80,73,71,64,57,29,69.479
file536.TextGrid,1,0.170,13,13,28,41,51,54,62,73,74,72,48.681
file536.TextGrid,2,0.560,72,65,75,75,74,61,49,46,38,29,58.725
file537.TextGrid,1,0.220,18,33,62,66,63,62,69,71,71,69,60.217
file537.TextGrid,2,0.600,69,69,71,70,73,56,50,39,39,27,57.289
file538.TextGrid,1,0.180,62,74,77,78,78,72,68,66,67,71,71.875
file538.TextGrid,2,0.180,71,70,68,67,63,60,57,53,46,39,59.940
file539.TextGrid,1,0.540,-4,41,50,57,75,79,79,79,76,62,64.031
file539.TextGrid,2,0.270,62,69,70,73,72,71,63,48,40,31,61.478
file54.TextGrid,1,0.090,50,59,65,69,74,79,80,81,80,79,72.379
file54.TextGrid,2,0.520,79,69,80,80,72,61,53,48,42,36,63.122
file540.TextGrid,1,0.370,36,59,58,56,56,57,76,83,81,77,65.337
file540.TextGrid,2,0.560,77,78,80,82,76,62,60,60,58,41,68.253
file541.TextGrid,1,0.520,-7,58,69,65,83,80,69,63,67,64,66.018
file541.TextGrid,2,0.290,64,71,76,77,74,73,65,60,54,38,66.739
file542.TextGrid,1,0.170,26,45,72,79,82,83,83,79,79,76,72.493
file542.TextGrid,2,0.440,76,72,78,82,80,68,59,51,44,39,65.761
file543.TextGrid,1,0.320,83,84,85,82,82,80,71,62,53,48,73.786
file543.TextGrid,2,0.230,48,61,73,75,75,74,74,70,61,56,68.190
file544.TextGrid,1,0.300,30,65,68,79,72,64,63,58,51,55,62.889
file544.TextGrid,2,0.440,55,69,59,74,71,60,57,52,49,37,60.452
file545.TextGrid,1,0.440,5,55,60,64,60,74,81,81,79,75,67.012
file545.TextGrid,2,0.470,75,72,72,71,70,65,64,62,54,41,65.599
file546.TextGrid,1,0.240,74,76,78,75,64,56,56,57,57,55,65.098
file546.TextGrid,2,0.340,55,24,-18,12,68,75,73,70,61,45,46.512
file547.TextGrid,1,0.360,28,63,76,76,69,64,61,51,53,68,61.966
file547.TextGrid,2,0.500,68,73,77,75,69,61,52,42,34,23,59.556
file548.TextGrid,1,0.170,6,46,58,72,76,76,77,78,76,73,66.698
file548.TextGrid,2,0.450,73,71,73,76,66,60,53,46,43,32,59.950
file549.TextGrid,1,0.240,29,65,72,72,76,78,77,76,74,64,70.932
file549.TextGrid,2,0.520,64,62,75,76,62,56,49,45,37,33,56.550
file55.TextGrid,1,0.300,32,70,77,74,68,69,69,69,67,45,67.474
file55.TextGrid,2,0.460,45,11,76,81,81,80,79,73,66,34,64.757
file550.TextGrid,1,0.220,63,71,66,71,74,82,85,85,84,80,76.687
file550.TextGrid,2,0.340,80,78,84,83,81,74,62,55,46,30,68.481
file551.TextGrid,1,0.280,41,57,59,58,55,62,68,66,60,60,59.575
file551.TextGrid,2,0.350,60,62,62,63,60,57,58,56,46,26,56.552
file552.TextGrid,1,0.300,12,60,73,75,75,79,81,82,82,68,72.198
file552.TextGrid,2,0.350,68,10,19,52,70,72,69,67,62,22,50.310
file553.TextGrid,1,0.280,24,58,64,57,56,76,81,82,80,70,67.082
file553.TextGrid,2,0.400,70,64,79,77,76,71,61,53,47,23,63.735
file554.TextGrid,1,0.350,25,66,71,68,74,72,72,68,69,73,67.736
file554.TextGrid,2,0.560,73,77,80,78,75,70,59,51,46,36,65.686
file555.TextGrid,1,0.330,28,43,58,62,65,81,79,75,73,74,65.204
file555.TextGrid,2,0.170,74,76,77,76,76,76,74,71,61,59,72.481
file556.TextGrid,1,0.190,25,48,71,74,73,72,75,77,76,67,68.387
file556.TextGrid,2,0.280,67,61,62,75,76,77,79,78,74,64,71.517
file557.TextGrid,1,0.280,70,77,77,75,65,60,59,58,60,60,66.463
file557.TextGrid,2,0.330,60,62,67,72,75,70,67,56,47,41,63.282
file558.TextGrid,1,0.120,43,63,75,79,81,81,82,82,80,74,75.800
file558.TextGrid,2,0.350,74,76,72,82,82,83,82,70,65,63,75.849
file559.TextGrid,1,0.340,29,62,71,74,82,84,81,72,63,76,70.966
file559.TextGrid,2,0.310,76,69,78,77,77,77,69,60,56,47,69.597
file56.TextGrid,1,0.170,32,52,73,79,80,83,82,82,82,74,74.048
file56.TextGrid,2,0.330,74,63,67,70,65,65,62,60,51,45,62.340
file560.TextGrid,1,0.280,25,46,58,67,65,84,84,85,84,80,69.722
file560.TextGrid,2,0.430,80,78,84,81,67,65,66,63,53,41,68.644
file561.TextGrid,1,0.700,12,68,70,70,75,80,71,62,58,66,67.416
file561.TextGrid,2,0.290,66,70,70,68,66,67,67,65,59,44,65.289
file562.TextGrid,1,0.340,9,66,79,80,76,73,72,72,75,63,70.310
file562.TextGrid,2,0.350,63,57,54,54,64,67,66,62,51,31,58.230
file563.TextGrid,1,0.050,76,77,78,79,79,79,79,78,78,77,78.163
file563.TextGrid,2,0.650,77,77,75,71,71,51,45,44,29,18,56.967
file564.TextGrid,1,0.130,18,41,64,72,76,78,77,71,68,65,65.526
file564.TextGrid,2,0.570,65,58,58,55,58,73,67,59,57,26,59.289
file565.TextGrid,1,0.350,5,20,34,46,61,79,78,75,75,69,55.895
file565.TextGrid,2,0.320,69,54,51,54,64,71,68,68,68,51,61.928
file566.TextGrid,1,0.150,60,63,64,74,80,81,80,79,79,77,74.382
file566.TextGrid,2,0.510,77,69,67,77,75,74,67,64,53,34,66.120
file567.TextGrid,1,0.270,79,80,74,65,56,53,47,42,33,24,55.764
file567.TextGrid,2,0.390,24,72,71,76,75,59,56,52,39,18,58.451
file568.TextGrid,1,0.210,49,51,53,53,54,74,80,82,81,74,65.799
file568.TextGrid,2,0.300,74,65,65,79,78,78,78,68,63,62,71.208
file569.TextGrid,1,0.140,28,43,58,66,69,67,79,82,80,73,66.095
file569.TextGrid,2,0.540,73,60,81,81,80,66,65,62,43,33,65.434
file57.TextGrid,1,0.160,22,44,59,56,71,75,75,76,75,72,64.099
file57.TextGrid,2,0.470,72,65,76,73,70,61,57,56,54,37,62.784
file570.TextGrid,1,0.300,4,29,42,48,48,48,67,76,79,64,52.508
file570.TextGrid,2,0.270,64,43,42,47,70,73,73,68,57,38,58.123
file571.TextGrid,1,0.300,21,62,68,71,71,71,61,35,9,44,53.647
file571.TextGrid,2,0.680,44,57,54,71,73,73,66,52,44,30,59.642
file572.TextGrid,1,0.250,48,62,65,67,68,72,78,80,81,74,71.078
file572.TextGrid,2,0.430,74,72,80,79,76,70,59,50,41,22,63.698
file573.TextGrid,1,0.470,57,61,63,66,81,83,77,71,72,70,71.303
file573.TextGrid,2,0.360,70,78,77,76,73,64,57,50,40,26,62.668
file574.TextGrid,1,0.170,38,61,76,79,77,73,67,59,57,62,66.803
file574.TextGrid,2,0.490,62,72,77,77,78,67,49,49,47,33,62.559
file575.TextGrid,1,0.230,47,68,74,77,79,81,81,78,79,79,76.125
file575.TextGrid,2,0.410,79,77,77,78,73,70,64,58,49,37,67.130
file576.TextGrid,1,0.280,9,55,67,71,70,78,83,81,73,61,68.652
file576.TextGrid,2,0.490,61,66,74,66,39,48,48,48,47,44,54.572
file577.TextGrid,1,0.150,31,60,74,77,77,78,77,76,72,64,71.156
file577.TextGrid,2,0.230,64,61,66,65,80,80,80,79,78,73,73.129
file578.TextGrid,1,0.360,35,52,52,51,51,57,79,82,82,75,63.052
file578.TextGrid,2,0.480,75,81,80,78,64,56,44,44,45,22,61.155
file579.TextGrid,1,0.170,50,61,62,63,65,70,74,75,76,76,67.731
file579.TextGrid,2,0.340,76,79,78,77,75,66,55,40,42,41,63.220
file58.TextGrid,1,0.510,48,64,70,79,79,72,70,63,71,72,69.787
file58.TextGrid,2,0.150,72,74,74,73,72,70,69,64,53,38,67.239
file580.TextGrid,1,0.350,35,43,47,57,78,78,80,80,81,80,67.003
file580.TextGrid,2,0.630,80,80,79,72,56,56,42,35,40,41,57.634
file581.TextGrid,1,0.280,20,55,63,65,72,76,79,80,82,80,69.450
file581.TextGrid,2,0.340,80,68,62,59,74,77,75,75,72,59,70.012
file582.TextGrid,1,0.450,48,61,62,59,71,83,81,81,79,65,70.191
file582.TextGrid,2,0.360,65,21,43,80,82,81,79,69,55,42,61.598
file583.TextGrid,1,0.170,31,36,46,52,59,61,66,77,76,73,58.518
file583.TextGrid,2,0.470,73,60,77,79,69,66,60,55,44,33,62.235
file584.TextGrid,1,0.290,19,64,76,80,72,70,69,68,63,69,67.654
file584.TextGrid,2,0.400,69,75,73,71,61,52,45,43,37,32,56.432
file585.TextGrid,1,0.220,22,31,41,49,47,73,83,83,81,71,59.518
file585.TextGrid,2,0.440,71,64,59,72,81,80,66,60,55,48,65.157
file586.TextGrid,1,0.180,27,44,52,57,60,57,66,78,79,78,60.610
file586.TextGrid,2,0.580,78,76,79,78,76,70,68,65,50,38,68.654
file587.TextGrid,1,0.280,23,48,58,62,64,70,76,80,78,71,65.292
file587.TextGrid,2,0.320,71,59,55,68,76,73,70,65,38,30,61.183
file588.TextGrid,1,0.170,46,68,74,73,73,76,78,80,80,75,73.796
file588.TextGrid,2,0.460,75,80,80,76,65,57,51,42,39,31,60.279
file589.TextGrid,1,0.290,8,50,67,70,72,77,83,82,73,62,67.566
file589.TextGrid,2,0.480,62,59,56,53,53,71,72,69,53,37,59.586
file59.TextGrid,1,0.170,66,70,73,75,73,71,71,72,72,71,71.737
file59.TextGrid,2,0.360,71,71,69,66,67,64,63,62,62,56,65.359
file590.TextGrid,1,0.470,40,71,79,74,71,69,70,65,69,70,69.374
file590.TextGrid,2,0.220,70,71,69,68,68,67,66,59,41,37,62.715
